"Issue ID","Issue Type","Summary","Description","Steps to Reproduce","Expected Result","Priority","Labels","Component","Status","Test Type","Preconditions"
"VWO-TC-946","Test","Create A/B test on landing page — scenario 46","Verify that a user can create and configure an A/B test targeting the landing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for landing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-947","Test","Create A/B test on product page — scenario 47","Verify that a user can create and configure an A/B test targeting the product page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for product page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","High","ab-testing,campaign,create","A/B Testing","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-948","Test","Create A/B test on checkout page — scenario 48","Verify that a user can create and configure an A/B test targeting the checkout page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for checkout page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","High","ab-testing,campaign,create","A/B Testing","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-949","Test","Create A/B test on signup page — scenario 49","Verify that a user can create and configure an A/B test targeting the signup page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for signup page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-950","Test","Create A/B test on pricing page — scenario 50","Verify that a user can create and configure an A/B test targeting the pricing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for pricing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","High","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-951","Test","Create A/B test on landing page — scenario 51","Verify that a user can create and configure an A/B test targeting the landing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for landing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-952","Test","Create A/B test on product page — scenario 52","Verify that a user can create and configure an A/B test targeting the product page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for product page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","High","ab-testing,campaign,create","A/B Testing","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-953","Test","Create A/B test on checkout page — scenario 53","Verify that a user can create and configure an A/B test targeting the checkout page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for checkout page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","High","ab-testing,campaign,create","A/B Testing","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-954","Test","Create A/B test on signup page — scenario 54","Verify that a user can create and configure an A/B test targeting the signup page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for signup page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Critical","ab-testing,campaign,create","A/B Testing","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-955","Test","Create A/B test on pricing page — scenario 55","Verify that a user can create and configure an A/B test targeting the pricing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for pricing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","In Progress","Functional","User is logged in to app.vwo.com"
"VWO-TC-956","Test","Create A/B test on landing page — scenario 56","Verify that a user can create and configure an A/B test targeting the landing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for landing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","High","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-957","Test","Create A/B test on product page — scenario 57","Verify that a user can create and configure an A/B test targeting the product page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for product page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","High","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-958","Test","Create A/B test on checkout page — scenario 58","Verify that a user can create and configure an A/B test targeting the checkout page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for checkout page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
"VWO-TC-959","Test","Create A/B test on signup page — scenario 59","Verify that a user can create and configure an A/B test targeting the signup page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for signup page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Medium","ab-testing,campaign,create","A/B Testing","Done","Functional","User is logged in to app.vwo.com"
"VWO-TC-960","Test","Create A/B test on pricing page — scenario 60","Verify that a user can create and configure an A/B test targeting the pricing page with correct settings.","1. Navigate to Tests → New Campaign
2. Select 'A/B Test'
3. Enter URL for pricing page
4. Configure control and variation
5. Set traffic split
6. Add goal
7. Launch test","A/B test is created successfully. Traffic is split as configured. Variation code is injected correctly.","Critical","ab-testing,campaign,create","A/B Testing","To Do","Functional","User is logged in to app.vwo.com"
